"No.","Time","Source","Destination","Protocol","Length","Info"
"466","198.866553","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x8d19 A geo-prod.do.dsp.mp.microsoft.com"
"467","200.788816","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"468","200.788851","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"469","202.883038","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x8d19 A geo-prod.do.dsp.mp.microsoft.com"
"470","206.922230","192.168.199.133","192.168.199.1","DNS","94","Standard query 0xb4ad A kv401-prod.do.dsp.mp.microsoft.com"
"471","207.929782","192.168.199.133","192.168.199.1","DNS","94","Standard query 0xb4ad A kv401-prod.do.dsp.mp.microsoft.com"
"472","208.929870","192.168.199.133","192.168.199.1","DNS","94","Standard query 0xb4ad A kv401-prod.do.dsp.mp.microsoft.com"
"473","210.946673","192.168.199.133","192.168.199.1","DNS","94","Standard query 0xb4ad A kv401-prod.do.dsp.mp.microsoft.com"
"474","214.944829","192.168.199.133","192.168.199.1","DNS","94","Standard query 0xb4ad A kv401-prod.do.dsp.mp.microsoft.com"
"475","218.986161","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x91a1 A geover-prod.do.dsp.mp.microsoft.com"
"476","219.991969","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x91a1 A geover-prod.do.dsp.mp.microsoft.com"
"477","221.008119","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x91a1 A geover-prod.do.dsp.mp.microsoft.com"
"478","221.258561","0.0.0.0","255.255.255.255","DHCP","363","DHCP Request  - Transaction ID 0xea32cfc7"
"479","221.258646","192.168.199.254","192.168.199.132","DHCP","342","DHCP ACK      - Transaction ID 0xea32cfc7"
"480","221.280081","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0x315bb8 CID: 000100011f2a1f0e000c2903dfad "
"481","221.437167","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"482","221.439765","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"483","221.458864","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"484","221.460691","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"485","221.464891","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"486","221.465093","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
"487","221.465450","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"488","221.465753","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"489","221.494495","0.0.0.0","255.255.255.255","DHCP","363","DHCP Request  - Transaction ID 0xa6307852"
"490","221.494656","192.168.199.254","192.168.199.132","DHCP","342","DHCP ACK      - Transaction ID 0xa6307852"
"491","221.531735","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0xff3924 CID: 000100011f2a1f0e000c2903dfad "
"492","221.687927","VMware_03:df:ad","Broadcast","ARP","42","Who has 192.168.199.132? (ARP Probe)"
"493","221.688006","192.168.199.132","224.0.0.22","IGMPv3","62","Membership Report / Join group 224.0.0.251 for any sources / Join group 224.0.0.252 for any sources"
"494","221.688067","::","ff02::1:ffbb:c367","ICMPv6","78","Neighbor Solicitation for fe80::31cb:26de:c5bb:c367"
"495","221.688112","fe80::31cb:26de:c5bb:c367","ff02::2","ICMPv6","62","Router Solicitation"
"496","221.688169","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","130","Multicast Listener Report Message v2"
"497","221.929231","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","95","Standard query 0xb8e5 ANY DESKTOP-2AEFM7G"
"498","221.930508","192.168.199.132","224.0.0.252","LLMNR","75","Standard query 0xb8e5 ANY DESKTOP-2AEFM7G"
"499","222.109860","192.168.199.132","192.168.199.255","NBNS","110","Registration NB DESKTOP-2AEFM7G<00>"
"500","222.111004","192.168.199.132","192.168.199.255","NBNS","110","Registration NB WORKGROUP<00>"
"501","222.133881","VMware_03:df:ad","Broadcast","ARP","42","Who has 192.168.199.1? Tell 192.168.199.132"
"502","222.133898","VMware_c0:00:01","VMware_03:df:ad","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"503","222.133965","192.168.199.132","192.168.199.1","DNS","76","Standard query 0xf8b4 A wpad.localdomain"
"504","222.188034","192.168.199.132","224.0.0.22","IGMPv3","62","Membership Report / Join group 224.0.0.251 for any sources / Join group 224.0.0.252 for any sources"
"505","222.188114","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","130","Multicast Listener Report Message v2"
"506","222.363961","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"507","222.364086","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
"508","222.364263","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"509","222.364417","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"510","222.364742","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","95","Standard query 0xe232 ANY DESKTOP-2AEFM7G"
"511","222.364884","192.168.199.132","224.0.0.252","LLMNR","75","Standard query 0xe232 ANY DESKTOP-2AEFM7G"
"512","222.534036","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0xff3924 CID: 000100011f2a1f0e000c2903dfad "
"513","222.688495","VMware_03:df:ad","Broadcast","ARP","42","Who has 192.168.199.132? (ARP Probe)"
"514","222.688565","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"515","222.688634","fe80::31cb:26de:c5bb:c367","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::31cb:26de:c5bb:c367 (ovr) is at 00:0c:29:03:df:ad"
"516","222.688721","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"517","222.845352","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","95","Standard query 0xe232 ANY DESKTOP-2AEFM7G"
"518","222.846582","192.168.199.132","224.0.0.252","LLMNR","75","Standard query 0xe232 ANY DESKTOP-2AEFM7G"
"519","222.859909","192.168.199.132","192.168.199.255","NBNS","110","Registration NB DESKTOP-2AEFM7G<00>"
"520","222.875704","192.168.199.132","192.168.199.255","NBNS","110","Registration NB WORKGROUP<00>"
"521","223.008345","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x91a1 A geover-prod.do.dsp.mp.microsoft.com"
"522","223.161292","192.168.199.132","192.168.199.1","DNS","76","Standard query 0xf8b4 A wpad.localdomain"
"523","223.193262","192.168.199.132","192.168.199.255","NBNS","110","Registration NB DESKTOP-2AEFM7G<20>"
"524","223.194009","192.168.199.132","192.168.199.1","DNS","102","Standard query 0x1d48 SRV _ldap._tcp.dc._msdcs.WORKGROUP.localdomain"
"525","223.592043","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0xff3924 CID: 000100011f2a1f0e000c2903dfad "
"526","223.610196","192.168.199.132","192.168.199.255","NBNS","110","Registration NB DESKTOP-2AEFM7G<00>"
"527","223.626198","192.168.199.132","192.168.199.255","NBNS","110","Registration NB WORKGROUP<00>"
"528","223.688177","VMware_03:df:ad","Broadcast","ARP","42","Who has 192.168.199.132? (ARP Probe)"
"529","223.953781","192.168.199.132","192.168.199.255","NBNS","110","Registration NB DESKTOP-2AEFM7G<20>"
"530","224.098673","192.168.199.132","192.168.199.1","DNS","78","Standard query 0xd834 A isatap.localdomain"
"531","224.213329","192.168.199.132","192.168.199.1","DNS","102","Standard query 0x1d48 SRV _ldap._tcp.dc._msdcs.WORKGROUP.localdomain"
"532","224.375715","192.168.199.132","192.168.199.255","NBNS","110","Registration NB DESKTOP-2AEFM7G<00>"
"533","224.391697","192.168.199.132","192.168.199.255","NBNS","110","Registration NB WORKGROUP<00>"
"534","224.688842","VMware_03:df:ad","Broadcast","ARP","42","ARP Announcement for 192.168.199.132"
"535","224.703903","192.168.199.132","192.168.199.255","NBNS","110","Registration NB DESKTOP-2AEFM7G<20>"
"536","225.133664","192.168.199.132","192.168.199.1","DNS","78","Standard query 0xd834 A isatap.localdomain"
"537","225.180362","192.168.199.132","192.168.199.1","DNS","76","Standard query 0xf8b4 A wpad.localdomain"
"538","225.469409","192.168.199.132","192.168.199.255","NBNS","110","Registration NB DESKTOP-2AEFM7G<20>"
"539","225.647564","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0xff3924 CID: 000100011f2a1f0e000c2903dfad "
"540","225.688563","fe80::31cb:26de:c5bb:c367","ff02::2","ICMPv6","70","Router Solicitation from 00:0c:29:03:df:ad"
"541","226.134414","192.168.199.132","192.168.199.1","DNS","87","Standard query 0xa37a A DESKTOP-2AEFM7G.localdomain"
"542","226.142181","192.168.199.132","192.168.199.1","DNS","78","Standard query 0xd834 A isatap.localdomain"
"543","226.228388","192.168.199.132","192.168.199.1","DNS","102","Standard query 0x1d48 SRV _ldap._tcp.dc._msdcs.WORKGROUP.localdomain"
"544","227.022597","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x91a1 A geover-prod.do.dsp.mp.microsoft.com"
"545","227.181015","192.168.199.132","192.168.199.1","DNS","87","Standard query 0xa37a A DESKTOP-2AEFM7G.localdomain"
"546","227.789036","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"547","227.789054","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"548","228.217844","192.168.199.132","192.168.199.1","DNS","78","Standard query 0xd834 A isatap.localdomain"
"549","229.178486","192.168.199.132","192.168.199.1","DNS","87","Standard query 0xa37a A DESKTOP-2AEFM7G.localdomain"
"550","229.197337","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WPAD<00>"
"551","229.197945","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0x0c6f A wpad"
"552","229.198363","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0x0c6f A wpad"
"553","229.198617","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0x8d30 AAAA wpad"
"554","229.199053","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0x8d30 AAAA wpad"
"555","229.211354","192.168.199.132","192.168.199.1","DNS","83","Standard query 0xb643 A localdomain.localdomain"
"556","229.625033","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0x8d30 AAAA wpad"
"557","229.625232","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0x8d30 AAAA wpad"
"558","229.625965","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0x0c6f A wpad"
"559","229.626118","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0x0c6f A wpad"
"560","229.670836","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0xff3924 CID: 000100011f2a1f0e000c2903dfad "
"561","229.688295","fe80::31cb:26de:c5bb:c367","ff02::2","ICMPv6","70","Router Solicitation from 00:0c:29:03:df:ad"
"562","229.938462","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WPAD<00>"
"563","230.233341","192.168.199.132","192.168.199.1","DNS","83","Standard query 0xb643 A localdomain.localdomain"
"564","230.345072","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WORKGROUP<1c>"
"565","230.349098","192.168.199.132","192.168.199.1","DNS","83","Standard query 0xf393 SRV localdomain.localdomain"
"566","230.688952","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WPAD<00>"
"567","231.095221","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WORKGROUP<1c>"
"568","231.345018","192.168.199.132","192.168.199.1","DNS","83","Standard query 0xf393 SRV localdomain.localdomain"
"569","231.444392","192.168.199.132","192.168.199.1","DNS","84","Standard query 0xaf42 A sls.update.microsoft.com"
"570","231.476440","192.168.199.132","192.168.199.1","DNS","93","Standard query 0xd851 A v10.vortex-win.data.microsoft.com"
"571","231.763425","192.168.199.132","192.168.199.1","DNS","72","Standard query 0x6659 A www.bing.com"
"572","231.855764","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WORKGROUP<1c>"
"573","232.215219","192.168.199.132","192.168.199.1","DNS","78","Standard query 0xd834 A isatap.localdomain"
"574","232.231402","192.168.199.132","192.168.199.1","DNS","83","Standard query 0xb643 A localdomain.localdomain"
"575","232.461564","192.168.199.132","192.168.199.1","DNS","84","Standard query 0xaf42 A sls.update.microsoft.com"
"576","232.480903","192.168.199.132","192.168.199.1","DNS","93","Standard query 0xd851 A v10.vortex-win.data.microsoft.com"
"577","232.632671","192.168.199.132","192.168.199.1","DNS","102","Standard query 0x401f SRV _ldap._tcp.dc._msdcs.WORKGROUP.localdomain"
"578","232.766001","192.168.199.132","192.168.199.1","DNS","72","Standard query 0x6659 A www.bing.com"
"579","233.185173","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","95","Standard query 0x2085 A DESKTOP-2AEFM7G"
"580","233.185676","192.168.199.132","224.0.0.252","LLMNR","75","Standard query 0x2085 A DESKTOP-2AEFM7G"
"581","233.355869","192.168.199.132","192.168.199.1","DNS","83","Standard query 0xf393 SRV localdomain.localdomain"
"582","233.464752","192.168.199.132","192.168.199.1","DNS","84","Standard query 0xaf42 A sls.update.microsoft.com"
"583","233.496381","192.168.199.132","192.168.199.1","DNS","93","Standard query 0xd851 A v10.vortex-win.data.microsoft.com"
"584","233.605551","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","95","Standard query 0x2085 A DESKTOP-2AEFM7G"
"585","233.605719","192.168.199.132","224.0.0.252","LLMNR","75","Standard query 0x2085 A DESKTOP-2AEFM7G"
"586","233.636347","192.168.199.132","192.168.199.1","DNS","102","Standard query 0x401f SRV _ldap._tcp.dc._msdcs.WORKGROUP.localdomain"
"587","233.762214","192.168.199.132","192.168.199.1","DNS","72","Standard query 0x6659 A www.bing.com"
"588","234.010414","192.168.199.133","192.168.199.1","DNS","94","Standard query 0xdc1a A kv401-prod.do.dsp.mp.microsoft.com"
"589","235.007675","192.168.199.133","192.168.199.1","DNS","94","Standard query 0xdc1a A kv401-prod.do.dsp.mp.microsoft.com"
"590","235.483242","192.168.199.132","192.168.199.1","DNS","84","Standard query 0xaf42 A sls.update.microsoft.com"
"591","235.512020","192.168.199.132","192.168.199.1","DNS","93","Standard query 0xd851 A v10.vortex-win.data.microsoft.com"
"592","235.636561","192.168.199.132","192.168.199.1","DNS","102","Standard query 0x401f SRV _ldap._tcp.dc._msdcs.WORKGROUP.localdomain"
"593","235.777579","192.168.199.132","192.168.199.1","DNS","72","Standard query 0x6659 A www.bing.com"
"594","236.007733","192.168.199.133","192.168.199.1","DNS","94","Standard query 0xdc1a A kv401-prod.do.dsp.mp.microsoft.com"
"595","236.247061","192.168.199.132","192.168.199.1","DNS","83","Standard query 0x4b1c A localdomain.localdomain"
"596","237.263004","192.168.199.132","192.168.199.1","DNS","83","Standard query 0x4b1c A localdomain.localdomain"
"597","237.366682","192.168.199.132","192.168.199.1","DNS","83","Standard query 0xf724 SRV localdomain.localdomain"
"598","237.681731","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0xff3924 CID: 000100011f2a1f0e000c2903dfad "
"599","238.023398","192.168.199.133","192.168.199.1","DNS","94","Standard query 0xdc1a A kv401-prod.do.dsp.mp.microsoft.com"
"600","238.365778","192.168.199.132","192.168.199.1","DNS","83","Standard query 0xf724 SRV localdomain.localdomain"
"601","239.267196","192.168.199.132","192.168.199.1","DNS","83","Standard query 0x4b1c A localdomain.localdomain"
"602","239.482147","192.168.199.132","192.168.199.1","DNS","84","Standard query 0xaf42 A sls.update.microsoft.com"
"603","239.521542","192.168.199.132","192.168.199.1","DNS","93","Standard query 0xd851 A v10.vortex-win.data.microsoft.com"
"604","239.650828","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WORKGROUP<1c>"
"605","239.782777","192.168.199.132","192.168.199.1","DNS","72","Standard query 0x6659 A www.bing.com"
"606","240.388647","192.168.199.132","192.168.199.1","DNS","83","Standard query 0xf724 SRV localdomain.localdomain"
"607","240.400842","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WORKGROUP<1c>"
"608","241.154643","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WORKGROUP<1c>"
"609","241.232931","192.168.199.132","192.168.199.1","DNS","72","Standard query 0x72b3 A ssw.live.com"
"610","242.038663","192.168.199.133","192.168.199.1","DNS","94","Standard query 0xdc1a A kv401-prod.do.dsp.mp.microsoft.com"
"611","242.230499","192.168.199.132","192.168.199.1","DNS","72","Standard query 0x72b3 A ssw.live.com"
"612","243.232151","192.168.199.132","192.168.199.1","DNS","72","Standard query 0x72b3 A ssw.live.com"
"613","245.237036","192.168.199.132","192.168.199.1","DNS","72","Standard query 0x72b3 A ssw.live.com"
"614","246.072693","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xdf44 A geover-prod.do.dsp.mp.microsoft.com"
"615","246.199509","VMware_03:df:ad","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.132"
"616","246.199545","VMware_c0:00:01","VMware_03:df:ad","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"617","246.459540","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WPAD<00>"
"618","246.460364","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0xf0a7 A wpad"
"619","246.460705","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0xf0a7 A wpad"
"620","246.461251","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0xeee7 AAAA wpad"
"621","246.461572","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0xeee7 AAAA wpad"
"622","246.870376","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0xeee7 AAAA wpad"
"623","246.870765","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0xeee7 AAAA wpad"
"624","246.871044","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0xf0a7 A wpad"
"625","246.871305","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0xf0a7 A wpad"
"626","247.070144","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xdf44 A geover-prod.do.dsp.mp.microsoft.com"
"627","247.217016","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WPAD<00>"
"628","247.971258","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WPAD<00>"
"629","248.069964","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xdf44 A geover-prod.do.dsp.mp.microsoft.com"
"630","249.241704","192.168.199.132","192.168.199.1","DNS","72","Standard query 0x72b3 A ssw.live.com"
"631","250.072111","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xdf44 A geover-prod.do.dsp.mp.microsoft.com"
"632","253.692844","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0xff3924 CID: 000100011f2a1f0e000c2903dfad "
"633","254.085365","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xdf44 A geover-prod.do.dsp.mp.microsoft.com"
"634","254.788249","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"635","254.788281","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"636","258.135045","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x58d1 A geo-prod.do.dsp.mp.microsoft.com"
"637","259.132615","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x58d1 A geo-prod.do.dsp.mp.microsoft.com"
"638","260.148257","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x58d1 A geo-prod.do.dsp.mp.microsoft.com"
"639","261.561439","192.168.199.132","192.168.199.1","DNS","74","Standard query 0x597a A pipe.skype.com"
"640","262.149633","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x58d1 A geo-prod.do.dsp.mp.microsoft.com"
"641","262.557701","192.168.199.132","192.168.199.1","DNS","74","Standard query 0x597a A pipe.skype.com"
"642","263.586739","192.168.199.132","192.168.199.1","DNS","74","Standard query 0x597a A pipe.skype.com"
"643","265.580356","192.168.199.132","192.168.199.1","DNS","74","Standard query 0x597a A pipe.skype.com"
"644","266.163841","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x58d1 A geo-prod.do.dsp.mp.microsoft.com"
"645","269.583792","192.168.199.132","192.168.199.1","DNS","74","Standard query 0x597a A pipe.skype.com"
"646","270.175384","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xd37f A geover-prod.do.dsp.mp.microsoft.com"
"647","270.184618","VMware_03:df:ad","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.132"
"648","270.184645","VMware_c0:00:01","VMware_03:df:ad","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"649","271.180212","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xd37f A geover-prod.do.dsp.mp.microsoft.com"
"650","272.195067","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xd37f A geover-prod.do.dsp.mp.microsoft.com"
"651","274.194976","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xd37f A geover-prod.do.dsp.mp.microsoft.com"
"652","278.210476","192.168.199.133","192.168.199.1","DNS","95","Standard query 0xd37f A geover-prod.do.dsp.mp.microsoft.com"
"653","282.788675","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"654","282.788708","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"655","285.214757","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xf5ed A geo-prod.do.dsp.mp.microsoft.com"
"656","285.695219","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0xff3924 CID: 000100011f2a1f0e000c2903dfad "
"657","286.226400","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xf5ed A geo-prod.do.dsp.mp.microsoft.com"
"658","287.226433","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xf5ed A geo-prod.do.dsp.mp.microsoft.com"
"659","289.242791","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xf5ed A geo-prod.do.dsp.mp.microsoft.com"
"660","293.241841","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xf5ed A geo-prod.do.dsp.mp.microsoft.com"
"661","298.970900","192.168.199.133","192.168.199.255","BROWSER","243","Host Announcement DESKTOP-V1FA0UQ, Workstation, Server, NT Workstation, Potential Browser, Backup Browser"
"662","300.251244","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x9ed8 A geover-prod.do.dsp.mp.microsoft.com"
"663","301.242186","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x9ed8 A geover-prod.do.dsp.mp.microsoft.com"
"664","302.257574","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x9ed8 A geover-prod.do.dsp.mp.microsoft.com"
"665","302.429754","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"666","302.433522","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"667","302.504495","192.168.199.132","192.168.199.1","DNS","86","Standard query 0x142e A officeclient.microsoft.com"
"668","302.685900","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"669","302.686013","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"670","303.503904","192.168.199.132","192.168.199.1","DNS","86","Standard query 0x142e A officeclient.microsoft.com"
"671","304.272799","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x9ed8 A geover-prod.do.dsp.mp.microsoft.com"
"672","304.505614","192.168.199.132","192.168.199.1","DNS","86","Standard query 0x142e A officeclient.microsoft.com"
"673","304.560914","VMware_03:df:ad","Broadcast","ARP","42","Who has 192.168.199.133? Tell 192.168.199.132"
"674","304.561063","VMware_61:f5:5f","VMware_03:df:ad","ARP","42","192.168.199.133 is at 00:0c:29:61:f5:5f"
"675","304.561160","192.168.199.132","192.168.199.133","ICMP","74","Echo (ping) request  id=0x0001, seq=3/768, ttl=128 (reply in 676)"
"676","304.561318","192.168.199.133","192.168.199.132","ICMP","74","Echo (ping) reply    id=0x0001, seq=3/768, ttl=128 (request in 675)"
"677","305.570812","192.168.199.132","192.168.199.133","ICMP","74","Echo (ping) request  id=0x0001, seq=4/1024, ttl=128 (reply in 678)"
"678","305.571134","192.168.199.133","192.168.199.132","ICMP","74","Echo (ping) reply    id=0x0001, seq=4/1024, ttl=128 (request in 677)"
"679","306.510934","192.168.199.132","192.168.199.1","DNS","86","Standard query 0x142e A officeclient.microsoft.com"
"680","307.194458","VMware_03:df:ad","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.132"
"681","307.194488","VMware_c0:00:01","VMware_03:df:ad","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"682","308.272915","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x9ed8 A geover-prod.do.dsp.mp.microsoft.com"
"683","308.734839","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WPAD<00>"
"684","308.735700","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0xfd46 A wpad"
"685","308.736195","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0xfd46 A wpad"
"686","308.736901","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0x0107 AAAA wpad"
"687","308.737249","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0x0107 AAAA wpad"
"688","309.143639","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0x0107 AAAA wpad"
"689","309.144024","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0x0107 AAAA wpad"
"690","309.144317","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0xfd46 A wpad"
"691","309.144548","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0xfd46 A wpad"
"692","309.288386","VMware_61:f5:5f","VMware_03:df:ad","ARP","42","Who has 192.168.199.132? Tell 192.168.199.133"
"693","309.288563","VMware_03:df:ad","VMware_61:f5:5f","ARP","42","192.168.199.132 is at 00:0c:29:03:df:ad"
"694","309.480570","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WPAD<00>"
"695","310.245563","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WPAD<00>"
"696","310.515125","192.168.199.132","192.168.199.1","DNS","86","Standard query 0x142e A officeclient.microsoft.com"
"697","312.296610","192.168.199.133","192.168.199.1","DNS","92","Standard query 0xfa7d A geo-prod.do.dsp.mp.microsoft.com"
"698","312.788410","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"699","312.788440","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
